ZIPCODEmap,POP,CASES,DEATHS,CASERATE,DEATHRATE
28521,2259,40,2,17.706949977866312,0.8853474988933157
28523,2274,32,2,14.07211961301671,0.8795074758135444
28524,443,0,0,0,0
28525,3309,37,0,11.18162586884255,0
28526,2384,28,0,11.74496644295302,0
28527,905,6,0,6.629834254143646,0
28528,640,0,0,0,0
28529,2539,49,0,19.29893658920835,0
28530,7474,132,1,17.66122558201766,0.1337971635001338
28531,1414,7,0,4.9504950495049505,0
28532,25868,170,2,6.571826194526055,0.07731560228854183
28537,186,0,0,0,0
28538,3342,60,0,17.953321364452425,0
28539,18000,116,1,6.444444444444445,0.05555555555555555
28540,56410,462,7,8.190037227441943,0.12409147314305974
28542,6146,88,0,14.318255776114546,0
28543,6618,38,2,5.7419159867029315,0.3022061045633122
28544,5607,52,2,9.274121633672195,0.35669698591046906
28546,51963,431,4,8.294363296961299,0.07697784962377076
28547,13868,206,0,14.85434092875685,0
28551,14265,290,6,20.329477742726954,0.4206098843322818
28552,131,0,0,0,0
28553,522,3,0,5.747126436781609,0
28555,4702,41,0,8.719693747341557,0
28556,1150,3,0,2.608695652173913,0
28557,15254,159,0,10.423495476596303,0
28560,29254,407,18,13.912627333014289,0.6153004717303616
28562,38009,463,10,12.181325475545266,0.26309558262516775
28570,22687,246,1,10.84321417551902,0.04407810640454886
28571,3137,16,0,5.100414408670704,0
28572,6379,107,1,16.773788995140304,0.15676438313215238
28573,2475,71,9,28.68686868686869,3.6363636363636362
28574,17702,193,4,10.902722856174444,0.2259631680036154
28577,595,5,0,8.403361344537815,0
28578,7044,243,3,34.49744463373084,0.42589437819420783
28579,798,7,0,8.771929824561404,0
28580,12031,280,5,23.273210871914223,0.4155930512841825
28581,224,0,0,0,0
28582,1824,8,0,4.385964912280702,0
28584,12910,75,0,5.809450038729667,0
28585,4170,43,2,10.311750599520384,0.47961630695443647
28586,8427,245,1,29.07321704046517,0.11866619200189867
28587,324,0,0,0,0
28590,26551,528,6,19.886256638168053,0.22598018907009151
28594,3678,33,0,8.97226753670473,0
28601,49848,1000,15,20.060985395602632,0.3009147809340395
28602,31218,621,20,19.89236978666154,0.6406560317765392
28604,6449,44,0,6.822763219103737,0
28605,4143,25,0,6.034274680183442,0
28606,2367,30,0,12.67427122940431,0
28607,37481,409,1,10.912195512392946,0.02668018462687762
28608,0,0,0,NA,NA
28609,6457,90,0,13.938361468174074,0
28610,10238,155,1,15.139675717913654,0.09767532721234616
28611,978,16,0,16.359918200409,0
28612,14906,208,8,13.954112437944453,0.5366966322286327
28613,25216,489,8,19.39244923857868,0.31725888324873097
28615,1883,23,0,12.214551248008497,0
28617,2451,29,0,11.831905344757242,0
28618,2480,24,0,9.67741935483871,0
28621,10400,252,8,24.23076923076923,0.7692307692307693
28622,2638,28,0,10.614101592115238,0
28623,1716,36,0,20.97902097902098,0
28624,1893,34,1,17.96090861067089,0.5282620179609087
28625,38862,669,14,17.214759919715917,0.36024908651124493
28626,3001,12,0,3.9986671109630123,0
28627,1534,8,0,5.215123859191656,0
28630,20474,426,7,20.806877014750416,0.341897040148481
28631,536,21,0,39.17910447761194,0
28634,5269,86,0,16.321882710191687,0
28635,4032,47,3,11.656746031746032,0.7440476190476191
28636,5186,79,4,15.233320478210567,0.7713073659853451
28637,1583,35,0,22.109917877447884,0
28638,12560,226,0,17.993630573248407,0
28640,4805,27,0,5.6191467221644125,0
28642,5578,105,1,18.82395123700251,0.17927572606669057
28643,3443,21,0,6.099331977926227,0
28644,1570,8,0,5.095541401273885,0
28645,47621,860,12,18.059259570357614,0.25198966842359466
28646,463,14,0,30.237580993520517,0
28649,1034,11,0,10.638297872340425,0
28650,13374,226,2,16.89845969792134,0.14954389113204725
28651,6653,90,2,13.527731850293101,0.3006162633398467
28654,3800,71,2,18.68421052631579,0.5263157894736842
28655,58249,1434,23,24.618448385380006,0.3948565640611856
28657,9610,59,0,6.139438085327783,0
28658,25858,511,7,19.761775852734164,0.2707092582566324
28659,21013,400,6,19.035834959310904,0.28553752438966357
28660,2336,37,0,15.83904109589041,0
28663,715,3,0,4.195804195804196,0
28665,2986,30,1,10.046885465505694,0.33489618218352313
28668,39,0,0,0,0
28669,3133,35,0,11.171401212894988,0
28670,3183,37,2,11.62425384857053,0.6283380458686774
28672,35,0,0,0,0
28673,6621,69,0,10.42138649750793,0
28675,6805,163,0,23.952975753122704,0
28676,3444,46,0,13.356562137049941,0
28677,35614,641,7,17.99853990003931,0.19655191778514067
28678,5252,51,0,9.71058644325971,0
28679,2122,12,0,5.655042412818096,0
28681,26959,331,2,12.27790348306688,0.07418672799436181
28682,1099,6,0,5.45950864422202,0
28683,1934,20,0,10.341261633919338,0
28684,2175,8,1,3.67816091954023,0.45977011494252873
28685,1908,18,0,9.433962264150944,0
28689,1662,25,0,15.042117930204572,0
28690,9427,142,3,15.063116580036066,0.31823485732470563
28692,4504,49,0,10.879218472468917,0
28693,1693,15,0,8.860011813349084,0
28694,8096,80,0,9.881422924901186,0
28697,13376,302,16,22.577751196172247,1.1961722488038278
28698,1844,32,0,17.35357917570499,0
28701,4830,21,0,4.3478260869565215,0
28702,704,3,0,4.261363636363637,0
28704,21728,329,0,15.141752577319588,0
28705,7168,30,0,4.185267857142857,0
28708,1340,2,0,1.492537313432836,0
28709,2308,5,0,2.166377816291161,0
28711,15250,102,9,6.688524590163935,0.5901639344262295
28712,19644,215,6,10.94481775605783,0.30543677458766033
28713,9333,50,1,5.357334190506804,0.10714668381013608
28714,17066,98,0,5.742411812961444,0
28715,27289,287,3,10.51705815530067,0.10993440580453663
28716,18650,260,28,13.941018766756033,1.5013404825737264
28717,1471,49,1,33.310673011556766,0.6798096532970768
28718,607,4,0,6.589785831960461,0
28719,6945,105,3,15.118790496760258,0.4319654427645788
28721,10866,86,0,7.914595987483895,0
28722,6854,85,1,12.401517362124308,0.14590020426028597
28723,11678,137,0,11.731460866586744,0
28726,3477,92,2,26.459591601955708,0.5752085130859936
28729,2978,21,0,7.0517125587642715,0
28730,10068,58,1,5.76082638061184,0.09932459276916965
28731,9271,220,7,23.729910473519578,0.7550426059756229
28732,18899,154,0,8.148579289909518,0
28733,200,0,0,0,0
28734,28423,459,1,16.148893501741547,0.03518277451359814
28735,294,0,0,0,0
28736,740,13,0,17.56756756756757,0
28739,21994,184,3,8.365917977630263,0.13640083659179777
28740,2123,13,0,6.123410268487989,0
28741,3135,75,0,23.923444976076556,0
28742,2834,25,0,8.821453775582215,0
28743,2422,11,0,4.541701073492981,0
28745,598,9,0,15.050167224080267,0
28746,2618,40,0,15.278838808250573,0
28747,2517,8,1,3.1783869686134287,0.3972983710766786
28748,12684,105,4,8.278145695364238,0.315357931251971
28751,3738,29,0,7.758159443552702,0
28752,31501,639,16,20.285070315228086,0.5079203834798895
28753,12286,44,0,3.581312062510174,0
28754,8823,41,1,4.646945483395671,0.11334013374135782
28756,4770,58,0,12.159329140461216,0
28759,7867,87,1,11.058853438413626,0.12711325791280031
28761,8493,159,8,18.721299894030377,0.9419521959260567
28762,7603,89,1,11.70590556359332,0.1315270288044193
28763,2864,28,0,9.776536312849162,0
28766,1526,4,0,2.6212319790301444,0
28768,7895,76,0,9.626345788473717,0
28771,8212,128,2,15.586945932781296,0.24354603019970775
28772,1942,2,0,1.0298661174047374,0
28773,3508,58,4,16.53363740022805,1.1402508551881414
28774,1569,18,0,11.47227533460803,0
28775,493,5,1,10.141987829614605,2.028397565922921
28777,10391,254,3,24.444230584159367,0.288711384852276
28778,10803,116,1,10.737758030176803,0.09256687957048967
28779,17646,186,2,10.540632437946277,0.11334013374135782
28781,957,6,0,6.269592476489028,0
28782,6512,68,3,10.442260442260443,0.4606879606879607
28783,1905,32,2,16.79790026246719,1.0498687664041995
28785,8309,46,0,5.536165603562402,0
28786,21837,149,1,6.823281586298484,0.04579383614965426
28787,20681,196,0,9.477298002997921,0
28789,6551,52,1,7.937719432147763,0.1526484506182262
28790,3775,34,0,9.006622516556291,0
28791,15811,233,10,14.736575801657073,0.6324710644488014
28792,37949,824,41,21.71335213049092,1.0803973754249123
28801,16782,179,4,10.66618996543916,0.23835061375283043
28803,34731,381,8,10.970026777230716,0.23034176960064495
28804,23302,152,6,6.523045232168912,0.25748862758561497
28805,20394,193,11,9.4635677159949,0.5393743257820928
28806,43841,701,30,15.98959877740015,0.6842909605164116
28901,6039,153,4,25.33532041728763,0.662361318099023
28902,1562,21,0,13.444302176696542,0
28904,9535,97,2,10.17304667016256,0.2097535395909806
28905,3548,49,0,13.810597519729425,0
28906,20296,353,6,17.39258967284194,0.29562475364603863
28909,1068,8,0,7.49063670411985,0
