ZIPCODEmap,POP,CASES,DEATHS,CASERATE,DEATHRATE
27983,10633,271,4,25.486692372801656,0.37618734129596537
27986,2650,53,2,20,0.7547169811320755
28001,28360,862,43,30.394922425952046,1.5162200282087448
28006,1136,19,0,16.725352112676056,0
28012,24276,520,4,21.42033283901796,0.16477179106936893
28016,14526,233,3,16.04020377254578,0.20652622883106153
28018,5943,58,0,9.759380784115766,0
28020,2464,33,0,13.392857142857142,0
28021,13436,283,10,21.06281631437928,0.7442691277165823
28023,14843,250,1,16.84295627568551,0.06737182510274203
28025,55325,1053,16,19.03298689561681,0.28920018075011295
28027,74072,1342,21,18.117507290204127,0.2835079382222702
28031,31049,508,16,16.36123546652066,0.5153145028825405
28032,3249,68,0,20.92951677439212,0
28033,3362,65,1,19.333729922665082,0.297441998810232
28034,18416,404,10,21.937445699391834,0.5430060816681147
28036,18554,292,5,15.737846286515037,0.26948366928964107
28037,23834,332,1,13.929680288663254,0.04195686833934715
28040,8270,102,2,12.333736396614269,0.2418379685610641
28043,21472,370,9,17.231743666169894,0.41915052160953803
28052,36823,1014,20,27.53713711538984,0.5431387991201151
28054,40184,1000,16,24.885526577742386,0.3981684252438782
28056,35595,665,7,18.682399213372666,0.19665683382497542
28071,3198,61,2,19.074421513445905,0.6253908692933083
28073,5606,103,1,18.373171601855155,0.17838030681412773
28075,19174,280,6,14.603108375925732,0.31292375091269425
28078,66079,912,12,13.801661647422025,0.1816008111502898
28079,39813,579,10,14.542988471102404,0.2511742395699897
28080,8157,93,2,11.40125045972784,0.245188181929631
28081,28249,530,5,18.76172607879925,0.17699741583772877
28083,25877,523,9,20.21099818371527,0.34779920392626656
28086,26988,614,22,22.750852230621017,0.8151771157551504
28088,3059,56,0,18.30663615560641,0
28090,8506,111,3,13.049612038561015,0.3526922172584058
28091,2353,42,0,17.84955376115597,0
28092,40052,753,7,18.800559272945172,0.17477279536602416
28097,6124,108,0,17.635532331809276,0
28098,4010,56,1,13.965087281795512,0.24937655860349128
28101,465,7,0,15.053763440860216,0
28103,11346,235,1,20.71214524942711,0.08813678829543452
28104,32469,491,6,15.12211648033509,0.18479164741753673
28105,45346,849,39,18.72270983107661,0.8600538084946853
28107,8210,139,3,16.930572472594395,0.3654080389768575
28110,55536,1298,24,23.372227023912416,0.43215211754537597
28112,28060,817,10,29.11617961511048,0.3563791874554526
28114,9034,136,2,15.05423953951738,0.22138587558113793
28115,41536,459,3,11.050654853620955,0.07222650231124808
28117,47608,610,2,12.812972609645438,0.04200974626113258
28119,3034,70,1,23.071852340145025,0.3295978905735003
28120,24318,401,5,16.489842914713382,0.20560901389916933
28124,7015,100,3,14.255167498218103,0.4276550249465431
28125,2657,32,0,12.043658261196839,0
28127,7631,448,3,58.707901978770806,0.39313327217926874
28128,8098,144,3,17.782168436651023,0.37046184243022967
28129,6031,107,2,17.741668048416514,0.331619963521804
28133,2713,48,0,17.692591227423517,0
28134,11817,288,2,24.371667936024373,0.16924769400016926
28135,5968,104,0,17.42627345844504,0
28137,3843,76,0,19.776216497527972,0
28138,11659,162,4,13.894845183978044,0.3430825971352603
28139,20134,344,14,17.08552696930565,0.6953412138670905
28144,26274,721,32,27.441577224632717,1.217934079317957
28146,30382,538,6,17.707853334211045,0.19748535316963992
28147,26204,846,34,32.28514730575485,1.297511830254923
28150,29296,647,23,22.084926269797926,0.7850901146914254
28152,26078,486,5,18.63639849681724,0.19173249482322263
28159,3126,72,0,23.032629558541267,0
28160,4015,91,2,22.665006226650064,0.49813200498132004
28163,5814,66,0,11.351909184726523,0
28164,15447,213,3,13.789085259273646,0.19421246844047388
28166,9868,110,1,11.14714227807053,0.10133765707336846
28167,2418,31,1,12.820512820512821,0.41356492969396197
28168,10437,195,3,18.68352974992814,0.2874389192296637
28170,12494,267,3,21.37025772370738,0.24011525532255482
28173,63837,948,5,14.85032191362376,0.07832448266679198
28174,9287,260,2,27.996123613653495,0.2153547970281038
28202,16755,427,0,25.484929871680094,0
28203,19070,474,2,24.855794441531202,0.1048767697954903
28204,8738,267,3,30.556191348134586,0.3433279926756695
28205,51821,1590,28,30.682541826672583,0.540321491287316
28206,15244,356,2,23.353450537916558,0.13119916032537393
28207,9761,205,1,21.00194652187276,0.10244851961889151
28208,39944,1217,11,30.467654716603246,0.27538553975565794
28209,26012,570,4,21.912963247731817,0.15377518068583731
28210,44704,1352,18,30.24337866857552,0.40264853256979244
28211,31253,637,26,20.38204332384091,0.831920135666976
28212,42744,1775,21,41.52629608833988,0.4912970241437395
28213,45338,1541,17,33.98914817592307,0.3749614010322467
28214,41208,1124,6,27.276257037468454,0.145602795573675
28215,60256,2111,19,35.03385554965481,0.3153212958045672
28216,58744,1432,15,24.37695764673839,0.25534522674656135
28217,30875,1480,6,47.935222672064775,0.19433198380566802
28226,40227,747,11,18.56961742113506,0.27344818156959255
28227,57319,1597,16,27.86161656693243,0.279139552329943
28262,46624,984,13,21.105010295126974,0.2788263555250515
28269,81464,1697,19,20.831287439850733,0.2332318570165963
28270,34753,419,5,12.056513106782148,0.14387247144131443
28273,40544,1281,18,31.595303867403317,0.44396211523283347
28277,72020,972,9,13.496251041377395,0.12496528742016107
28278,32539,587,2,18.03989059282707,0.06146470389378899
28301,17717,457,27,25.79443472371169,1.5239600383812157
28303,34600,377,3,10.895953757225433,0.08670520231213873
28304,39651,614,11,15.485107563491463,0.277420493808479
28305,5010,84,2,16.766467065868262,0.3992015968063872
28306,42565,639,5,15.01233407729355,0.1174674027957242
28307,15486,103,0,6.65116879762366,0
28308,737,0,0,0,0
28310,8861,217,0,24.489335289470713,0
28311,36046,565,3,15.674416023969373,0.08322698773789047
28312,18419,276,3,14.984526847277268,0.16287529181823118
28314,53642,840,9,15.65937138809142,0.16777897915812237
28315,13329,249,3,18.681071348188162,0.22507314877335133
28318,4579,47,1,10.26424983620878,0.21838829438742083
28320,9381,115,1,12.258821021213091,0.10659844366272253
28323,4578,61,0,13.324595893403233,0
28326,22382,256,2,11.437762487713341,0.08935751943526048
28327,18273,207,2,11.3281891315055,0.1094511027198599
28328,26951,926,16,34.35865088493934,0.5936699936922564
28333,10709,392,9,36.604724997665514,0.8404146045382389
28334,26215,568,4,21.666984550829678,0.15258439824527942
28337,11927,245,5,20.541628238450574,0.41921690282552193
28338,4804,97,2,20.19150707743547,0.4163197335553705
28339,7226,135,3,18.682535289233325,0.41516745087185164
28340,10738,408,17,37.99590240268206,1.5831626001117527
28341,5080,199,1,39.173228346456696,0.1968503937007874
28343,1567,23,0,14.67772814294831,0
28344,3814,95,1,24.908232826428947,0.26219192448872575
28345,12656,247,5,19.51643489254109,0.3950695322376738
28347,1826,59,0,32.31106243154436,0
28348,36052,589,4,16.33751248197049,0.11095084877399312
28349,3955,155,12,39.19089759797724,3.034134007585335
28351,5269,80,0,15.183146707155059,0
28352,25298,772,9,30.516246343584474,0.35575934856510394
28356,4914,66,3,13.431013431013431,0.6105006105006106
28357,3224,61,1,18.92059553349876,0.31017369727047145
28358,38517,1188,22,30.84352363891269,0.5711763636835683
28360,14944,456,5,30.51391862955032,0.33458244111349034
28363,1079,25,1,23.169601482854496,0.9267840593141798
28364,15170,378,5,24.917600527356626,0.3295978905735003
28365,17063,592,19,34.69495399402215,1.1135204829162515
28366,5153,139,2,26.974577915777218,0.38812342324859306
28369,2396,48,1,20.03338898163606,0.41736227045075125
28371,7085,117,3,16.513761467889907,0.4234297812279464
28372,15254,436,4,28.5826668414842,0.2622263012980202
28373,2552,40,1,15.67398119122257,0.39184952978056425
28374,18171,240,8,13.207858675912167,0.44026195586373895
28376,43831,842,13,19.210148068718485,0.29659373502772013
28377,13036,443,10,33.982816814973916,0.7671064743786438
28379,25804,497,8,19.260579755076733,0.3100294527980158
28382,8006,104,0,12.990257307019736,0
28383,7713,222,2,28.782574873590043,0.25930247633864906
28384,12414,446,3,35.927178991461254,0.2416626389560174
28385,3005,43,0,14.309484193011647,0
28386,6068,297,6,48.9452867501648,0.988793671720501
28387,17139,199,2,11.610945796137464,0.11669292257424588
28390,23494,284,6,12.088192730058738,0.25538435345194516
28391,5326,65,0,12.20428088621855,0
28392,1554,53,1,34.105534105534105,0.6435006435006435
28393,2160,58,1,26.85185185185185,0.46296296296296297
28394,6164,63,1,10.220635950681375,0.16223231667748214
28395,2657,37,0,13.925479864508844,0
28396,2679,60,2,22.396416573348265,0.7465472191116088
28398,7672,324,9,42.231491136600624,1.173096976016684
28399,1934,66,1,34.126163391933815,0.5170630816959669
28401,24213,453,8,18.708957997769794,0.33040102424317513
28403,41945,968,3,23.077840028608893,0.0715222314936226
28405,33719,579,3,17.171327738070524,0.08897061004181618
28409,34974,449,5,12.838108309029565,0.1429633441985475
28411,38820,514,5,13.240597630087583,0.1287995878413189
28412,42977,557,4,12.960420690136585,0.09307303906740814
28420,5116,98,1,19.155590304925724,0.19546520719311963
28421,2040,16,0,7.8431372549019605,0
28422,8682,94,7,10.826998387468326,0.8062658373646625
28423,2285,45,1,19.693654266958426,0.437636761487965
28425,12625,196,3,15.524752475247524,0.2376237623762376
28428,7142,106,0,14.841781013721647,0
28429,8542,93,0,10.887380004682743,0
28430,2055,38,1,18.491484184914842,0.48661800486618007
28431,6741,174,7,25.812194036493104,1.0384215991692627
28432,1684,51,2,30.28503562945368,1.187648456057007
28433,5297,77,0,14.536530111383803,0
28434,1357,16,0,11.790714812085483,0
28435,2931,29,0,9.89423404981235,0
28436,2312,35,0,15.13840830449827,0
28438,1688,29,0,17.180094786729857,0
28439,1536,46,4,29.947916666666668,2.6041666666666665
28441,3328,76,2,22.83653846153846,0.6009615384615384
28442,1734,45,1,25.951557093425606,0.5767012687427913
28443,22483,292,0,12.987590624027042,0
28444,2278,94,0,41.26426690079017,0
28445,8142,88,1,10.808155244411692,0.12281994595922378
28447,1334,76,0,56.97151424287856,0
28448,1216,19,1,15.625,0.8223684210526315
28449,1958,21,0,10.725229826353422,0
28450,2397,63,5,26.2828535669587,2.0859407592824364
28451,39194,441,3,11.251722202377914,0.07654232790733276
28452,513,19,0,37.03703703703704,0
28453,4137,276,6,66.71501087744743,1.4503263234227701
28454,3549,20,0,5.635390250774866,0
28455,1718,48,2,27.939464493597207,1.1641443538998837
28456,3566,89,1,24.95793606281548,0.28042624789680315
28457,12840,215,2,16.74454828660436,0.1557632398753894
28458,7018,279,6,39.75491593046452,0.8549444286121403
28460,10588,139,1,13.128069512655836,0.09444654325651682
28461,20575,124,2,6.026731470230863,0.09720534629404617
28462,14309,161,5,11.251659794534907,0.34943042840170524
28463,9865,275,17,27.87633046122656,1.7232640648758235
28464,2491,100,2,40.14452027298274,0.8028904054596547
28465,8285,53,0,6.3971031985516,0
28466,10375,332,7,32,0.6746987951807228
28467,11393,139,3,12.20047397524796,0.2633195821995962
28468,5394,54,0,10.011123470522802,0
28469,7481,98,2,13.099852960834113,0.26734393797620637
28470,13446,195,2,14.502454261490406,0.14874312063067083
28472,20002,415,14,20.747925207479252,0.6999300069993001
28478,4976,102,0,20.4983922829582,0
28479,4874,70,1,14.36192039392696,0.2051702913418137
28480,2737,85,0,31.055900621118013,0
28501,19507,247,5,12.662121289793408,0.25631824473266007
28504,21016,382,18,18.176627331556908,0.8564902931100115
28508,2984,108,2,36.193029490616624,0.6702412868632708
28510,1543,9,0,5.832793259883344,0
28511,628,2,0,3.1847133757961785,0
28512,3689,19,1,5.150447275684467,0.27107617240444565
28513,10825,198,1,18.290993071593533,0.09237875288683603
28515,3463,139,2,40.13860814322842,0.5775339301183945
28516,12482,85,3,6.809806120813972,0.2403460983816696
28518,8803,156,2,17.721231398386912,0.22719527433829376
28520,352,0,0,0,0
